0,0,8,3,11,2,6,4,5,4
0,0,8,3,12,2,7,4,6,4
0,0,8,3,13,2,8,4,7,4
0,0,8,3,14,2,9,4,8,4
0,0,8,3,13,2,9,3,9,4
0,0,8,3,12,2,9,2,9,3
0,0,8,3,11,2,9,1,9,2
0,0,8,3,10,2,9,0,9,1
0,0,8,3,9,2,8,0,9,0
0,0,8,3,8,2,7,0,10,0
0,0,8,3,7,2,6,0,11,0
0,0,8,3,6,2,5,0,12,0
0,0,8,3,5,2,4,0,13,0
0,0,8,3,4,2,3,0,14,0
0,0,8,3,3,2,2,0,13,0
0,0,8,3,2,2,1,0,12,0
0,0,8,3,1,2,0,0,11,0
0,0,8,3,2,2,1,0,10,0
0,0,8,3,3,2,2,0,9,0
0,0,8,3,4,2,3,0,8,0
0,0,8,3,5,2,4,0,7,0
0,0,8,3,6,2,5,0,6,0
0,0,8,3,7,2,6,0,5,0
0,0,8,3,8,2,7,0,4,0
0,0,8,3,9,2,8,0,3,0
0,0,8,3,10,2,9,0,2,0
0,0,8,3,11,2,10,0,1,0
0,0,8,3,12,2,11,0,0,0
0,0,8,3,13,2,12,0,1,0
0,0,8,3,14,2,13,0,2,0
0,0,8,3,14,3,14,0,3,0
0,0,8,3,14,4,13,0,4,0
0,0,8,3,14,3,12,0,5,0
0,0,8,3,14,2,11,0,6,0
0,0,8,3,14,3,10,0,7,0
0,0,8,3,14,4,9,0,8,0
0,0,8,3,13,4,8,0,9,0
0,0,8,3,12,4,7,0,10,0
0,0,8,3,11,4,6,0,11,0
0,0,8,3,12,4,5,0,12,0
0,0,8,3,13,4,4,0,13,0
0,0,8,3,14,4,3,0,14,0
0,0,8,3,14,3,2,0,13,0
0,0,8,3,14,2,1,0,12,0
0,0,8,3,13,2,0,0,11,0
0,0,8,3,12,2,1,0,10,0
0,0,8,3,11,2,2,0,9,0
0,0,8,3,10,2,3,0,8,0
0,0,8,3,9,2,4,0,7,0
0,0,8,3,8,2,5,0,6,0
